icao_code,iata_code,name,city,country_code
LKUO,,Ústí Nad Orlicí Airfield,Ústí nad Orlicí,CZ
LKVL,,Vlašim Airfield,Vlašim,CZ
LKVM,,Vysoké Mýto Airfield,Vysoké Mýto,CZ
LKVO,VOD,Vodochody Airport,Vodochody,CZ
LKVP,,Velké Poříčí Airfield,Velke Porici,CZ
LKVR,,Vrchlabí Airfield,Lánov,CZ
LKVY,,Letiště Vyškov,Vyskov,CZ
LKZA,ZBE,Zábřeh Dolní Benešov Airfield,Dolní Benešov,CZ
LKZB,,Zbraslavice Airfield,Zbraslavice,CZ
LKZD,,Žatec-Macerka Airfield,Žatec,CZ
LKZM,,Žamberk Airfield,Žamberk,CZ
LKZN,,Znojmo Airfield,Znojmo,CZ
LLBG,TLV,Ben Gurion International Airport,Tel Aviv,IL
LLBO,,Habonim Airfield,Habonim,IL
LLBS,BEV,Beersheba (Teyman) Airport,Beersheba,IL
LLEK,,Tel Nof Air Base,Rehovot,IL
LLER,ETM,Ramon International Airport,Eilat,IL
LLES,,Ein Shemer Airfield,Ein Shemer,IL
LLEY,EIY,Ein Yahav Airfield,Sapir,IL
LLFK,,Fiq Airfield,Katzrin,IL
LLHA,HFA,Uri Michaeli Haifa International Airport,Haifa,IL
LLHB,,Hatzerim Air Base,Beersheba,IL
LLHS,,Hatzor Air Base,Hatzor,IL
LLHZ,,Herzliya Airport,Herzliya,IL
LLIB,RPN,Rosh Pina Airport,Rosh Pina,IL
LLKS,KSW,Kiryat Shmona Airport,Kiryat Shmona,IL
LLMG,,Megiddo Airport,Afula,IL
LLMR,MIP,Mitzpe Ramon Airfield,Mitzpe Ramon,IL
LLMZ,MTZ,Bar Yehuda Airfield,Masada,IL
LLNV,VTM,Nevatim Air Base,Beersheba,IL
LLOV,VDA,Ovda Airport,Eilat,IL
LLRD,,Ramat David Air Base,Haifa,IL
LLRM,,Ramon Air Base,Beersheba,IL
LLTN,,Tnuvot Ultralight Airfield,Tnuvot,IL
LMML,MLA,Malta International Airport,Valletta,MT
LOAA,,Ottenschlag Airfield,Ottenschlag,AT
LOAB,,Dobersberg Airfield,Dobersberg,AT
LOAD,,Völtendorf Airfield,Ober-Grafendorf,AT
LOAG,,Krems/Langenlois Airfield,Krems an der Donau,AT
LOAN,,Wiener Neustadt East Airport,Wiener Neustadt,AT
LOAR,,Altlichtenwarth Gliderfield,Altlichtenwarth,AT
LOAS,,Spitzerberg Airfield,Hundsheim,AT
LOAU,,Stockerau Airfield,Stockerau,AT
LOAV,,Vöslau-Kottingbrunn Airfield,Bad Vöslau,AT
LOGF,,Fürstenfeld Airfield,Fürstenfeld,AT
LOGG,,Punitz-Güssing Airfield,Punitz,AT
LOGK,,Kapfenberg Airfield,Kapfenberg,AT
LOGL,,Lanzen-Turnau Airfield,Göriach,AT
LOGM,,Mariazell Airfield,Mariazell,AT
LOGO,,Niederöblarn Airfield,Niederöblarn,AT
LOGP,,Pinkafeld Airfield,Pinkafeld,AT
LOGT,,Leoben/Timmersdorf Airfield,Timmersdorf,AT
LOGW,,Weiz-Unterfladnitz Airfield,Weiz,AT
LOIH,HOH,Hohenems-Dornbirn Airfield,Hohenems,AT
LOIJ,,Sankt Johann Airfield,Sankt Johann in Tirol,AT
LOIK,,Kufstein-Langkampfen Airfield,Langkampfen,AT
LOIR,,Reutte-Höfen Airfield,Reutte,AT
LOKF,,Feldkirchen Airfield,Feldkirchen in Kärnten,AT
LOKG,,Ferlach-Glainach Airfield,Ferlach,AT
LOKH,,Friesach/Hirt Airfield,Micheldorf,AT
LOKL,,Lienz-Nikolsdorf Airfield,Lengberg,AT
LOKM,,Mayerhofen Airfield,Mayerhofen,AT
LOKN,,Nötsch im Gailtal Airfield,Nötsch im Gailtal,AT
LOKR,,Sankt Donat / Mairist Airfield,Mairist,AT
LOKW,,Wolfsberg Airfield,Wolfsberg,AT
LOLC,,Scharnstein Airfield,Scharnstein,AT
LOLE,,Eferding Airfield,Pupping,AT
LOLF,,Freistadt Airfield,Freistadt,AT
LOLG,,Sankt Georgen-Ybbsfeld Airfield,Sankt Georgen am Ybbsfelde,AT
LOLH,,Hofkirchen Airfield,Hofkirchen,AT
LOLK,,Ried-Kirchheim Airfield,Kirchheim im Innkreis,AT
LOLM,,Micheldorf Airfield,Micheldorf,AT
LOLO,,Linz-East Glider Field,Linz,AT
LOLS,,Schärding-Suben Airfield,Suben,AT
LOLT,,Flugplatz Seitenstetten,Seitenstetten,AT
LOLU,,Gmunden-Laakirchen Airfield,Laakirchen,AT
LOLW,,Wels Airfield,Wels,AT
LOSM,,Mauterndorf Airfield,Mauterndorf,AT
LOWG,GRZ,Graz Airport,Feldkirchen bei Graz,AT
LOWI,INN,Innsbruck Airport,Innsbruck,AT
LOWK,KLU,Klagenfurt Airport,Klagenfurt am Wörthersee,AT
LOWL,LNZ,Linz-Hörsching Airport,Linz,AT
LOWS,SZG,Salzburg Airport,Salzburg,AT
LOWW,VIE,Vienna International Airport,Vienna,AT
LOWZ,,Zell am See Airfield,Zell am See,AT
LOXA,,Fiala-Fernbrugg Air Base,Aigen im Ennstal,AT
LOXN,,Wiener Neustadt West Airport,Wiener Neustadt,AT
LOXT,,Brumowski  Air Base,Tulln an der Donau,AT
LOXZ,,Hinterstoisser Air Base,Zeltweg,AT
LPAR,,Alverca Air Base,Vila Franca de Xira,PT
LPAV,,São Jacinto Airfield,Aveiro,PT
LPAZ,SMA,Santa Maria Airport,Vila do Porto,PT
LPBG,BGC,Bragança Airport,Bragança,PT
LPBJ,BYJ,Beja Airport / Airbase,Beja,PT
LPBR,,Braga Municipal Aerodrome,Braga,PT
LPCB,,Aerodromo de Castelo Branco,Castelo Branco,PT
LPCH,,Aerodromo de Chaves,Chaves,PT
LPCO,,Aerodromo Municipal de Coimbra,Coimbra,PT
LPCR,CVU,Corvo Airport,Corvo,PT
LPCS,CAT,Cascais Airport,Cascais,PT
LPFL,FLW,Flores Airport,Santa Cruz das Flores,PT
LPFR,FAO,Faro - Gago Coutinho International Airport,Faro,PT
LPGR,GRW,Graciosa Airport,Santa Cruz da Graciosa,PT
LPHR,HOR,Horta Airport,Horta,PT
LPJF,,Aerodromo de Leiria,Leiria,PT
LPLA,TER,Lajes Airport,Praia da Vitória,PT
LPMA,FNC,Cristiano Ronaldo International Airport,Funchal,PT
LPMO,,Morargil Airfield,Mora,PT
LPMR,,Monte Real Air Base,Monte Real Air Base,PT
LPPD,PDL,João Paulo II Airport,Ponta Delgada,PT
LPPI,PIX,Pico Airport,Pico Island,PT
LPPM,PRM,Portimão Airport,Portimão,PT
LPPR,OPO,Francisco de Sá Carneiro Airport,Porto,PT
LPPS,PXO,Porto Santo Airport,Vila Baleira,PT
LPPT,LIS,Lisbon Humberto Delgado Airport,Lisbon,PT
LPSC,,Santa Cruz Airfield,Torres Vedras,PT
LPSJ,SJZ,São Jorge Airport,Velas,PT
LPSO,,Aeródromo Municipal de Ponte de Sor,Ponte de Sor,PT
LPSR,,Santarém Airfield,Santarém,PT
LPVL,,Vilar de Luz Airfield,Maia,PT
LPVR,VRL,Vila Real Airport,Vila Real,PT
LPVZ,VSE,Aerodromo Goncalves Lobato (Viseu Airport),Viseu,PT
LQBI,,Bihać Golubić Airfield,Bihać,BA
LQBK,BNX,Banja Luka International Airport,Mahovljani,BA
LQJL,,Tuzla Jegin Lug Sport Airfield,Rainci Gornji,BA
LQLV,,Livno Brda Bosni Airfield,Livno,BA
LQMO,OMO,Mostar International Airport,Mostar,BA
LQPD,,Prijedor Urije Airfield,Prijedor,BA
LQSA,SJJ,Sarajevo International Airport,Sarajevo,BA
LQTZ,TZL,Tuzla International Airport,Dubrave Gornje,BA
LQVI,,Visoko Kenan Jusufbasic Airfield,Visoko,BA
LRIC,,Ianca Airfield,Ianca,RO
LRFT,,Feteşti Borcea Air Base,Borcea,RO
LRBO,,Boboc Air Base,Boboc,RO
LRAR,ARW,Arad International Airport,Arad,RO
LRBC,BCM,Bacău George Enescu International  Airport,Bacău,RO
LRBM,BAY,Maramureș International Airport,Tăuții-Măgherăuș,RO
LRBS,BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest,RO
LRBV,GHV,Brașov-Ghimbav International Airport,Brașov (Ghimbav),RO
LRCD,,Măgura Airfield,Cisnădie,RO
LRCK,CND,Mihail Kogălniceanu International Airport,Constanța,RO
LRCL,CLJ,Avram Iancu Cluj International Airport,Cluj-Napoca,RO
LRCS,CSB,Caransebeş Airport,Caransebeş,RO
LRCT,,Câmpia Turzii Air Base,Câmpia Turzii,RO
LRCV,CRA,Craiova International Airport,Craiova,RO
LRIA,IAS,Iaşi International Airport,Iaşi,RO
LROD,OMR,Oradea International Airport,Oradea,RO
LROP,OTP,Bucharest Henri Coandă International Airport,Otopeni,RO
LRPT,,Geamăna Airfield,Pitești,RO
LRPW,,Ploiești-Strejnicu Airfield,Strejnicu,RO
LRSB,SBZ,Sibiu International Airport,Sibiu,RO
LRSM,SUJ,Satu Mare International Airport,Satu Mare,RO
LRSV,SCV,Suceava Ștefan cel Mare International Airport,Suceava,RO
LRTC,TCE,Tulcea Danube Delta Airport,Mihail Kogălniceanu,RO
LRTM,TGM,Târgu Mureş Transilvania International Airport,Recea,RO
LRTR,TSR,Timișoara Traian Vuia International Airport,Timişoara,RO
LRTZ,,Tuzla Airport,Tuzla,RO
LSGB,,Bex Airfield,Bex,CH
LSGC,,Les Eplatures Airport,La Chaux-de-Fonds,CH
LSGE,,Ecuvillens Airfield,Ecuvillens,CH
LSGG,GVA,Geneva International Airport,Geneva,CH
LSGK,,Saanen Airfield,Saanen,CH
LSGL,,Lausanne la Blécherette Airport,Lausanne,CH
LSGN,,Neuchâtel Airfield,Boudry,CH
LSGP,,La Côte Airfield,La Côte,CH
LSGR,,Reichenbach Air Base,Reichenbach im Kandertal,CH
LSGS,SIR,Sion Airport,Sion,CH
LSGT,,La Gruyère  Airfield,Epagny,CH
LSGY,,Yverdon-les-Bains Airfield,Yverdon-les-Bains,CH
LSMA,,Alpnach Air Base,Alpnach,CH
LSMD,,Dübendorf Air Base,Zurich,CH
LSME,EML,Emmen Air Base,Emmen,CH
LSMP,VIP,Payerne Air Base,Payerne,CH
LSPA,,Amlikon Airfield,Amlikon,CH
LSPG,,Kägiswil Airfield,Sarnen,CH
LSPH,,Winterthur Airfield,Winterthur,CH
LSPL,,Langenthal Airfield,Bleienbach,CH
LSPM,,Ambri Airport,Quinto,CH
LSPN,,Triengen Airfield,Triengen,CH
LSPU,,Münster Airfield,Münster,CH
LSPV,,Wangen-Lachen Airfield,Wangen,CH
LSTA,,Raron Airfield,Raron,CH
LSTO,,Môtiers Airfield,Môtiers,CH
LSTS,,Sankt Stephan Airfield,Sankt Stephan,CH
LSTZ,,Zweisimmen Airfield,Zweisimmen,CH
LSVD,,Clariden-Hüfifirn Mountain Landing Site,Plateau nördlich Planurahütte,CH
LSVP,,Petersgrat Mountain Landing Site,Firnplateau,CH
LSVV,,Vorabgletscher Mountain Landing Site,Sattel,CH
LSYI,,Limmerenfirn Mountain Landing Site,Oberer Firnrand,CH
LSYK,,Kanderfirn Mountain Landing Site,West of Mutthorn hut,CH
LSYR,,Rosa Blanche Mountain Landing Site,Grat südlich Gipfel,CH
LSYX,,Glacier du Trient Mountain Landing Site,Firnrand,CH
LSZA,LUG,Lugano Airport,Agno,CH
LSZB,BRN,Bern Airport,Bern,CH
LSZC,BXO,Buochs Airport,Buochs,CH
LSZE,,Bad Ragaz Airfield,Bad Ragaz,CH
LSZF,,Birrfeld Airfield,Lupfig,CH
LSZG,,Grenchen Airfield,Grenchen,CH
LSZH,ZRH,Zürich Airport,Zurich,CH
LSZI,,Fricktal-Schupfart Airfield,Schupfart,CH
LSZJ,,Courtelary Airfield,Courtelary,CH
LSZK,,Speck-Fehraltorf Airfield,Fehraltorf,CH
LSZL,,Locarno Airport,Locarno,CH
LSZM,,Mollis Airfield,Mollis,CH
LSZN,,Hausen am Albis Airfield,Hausen am Albis,CH
LSZO,,Luzern-Beromünster Airfield,Neudorf,CH
LSZP,,Biel-Kappelen Airfield,Kappelen,CH
LSZQ,,Bressaucourt Airfield,Bressaucourt,CH
LSZR,ACH,Sankt Gallen Altenrhein Airport,St. Gallen,CH
LSZS,SMV,Engadin Airport,Samedan,CH
LSZT,,Lommis Airfield,Lommis,CH
LSZU,,Buttwil Airfield,Buttwil,CH
LSZV,,Sitterdorf Airfield,Sitterdorf,CH
LSZW,,Thun Airfield,Thun,CH
LSZX,,Schänis Airfield,Schänis,CH
EYTR,,Tauragės Aerodromas,Tauragė,LT
LTAB,,Güvercinlik Airport,Ankara,TR
LTAC,ESB,Esenboğa International Airport,Ankara,TR
LTAD,ANK,Etimesgut Air Base,Ankara,TR
LTAE,,Akıncı Air Base,Ankara,TR
LTAF,ADA,Adana Şakirpaşa Airport,Seyhan,TR
LTAG,UAB,İncirlik Air Base,Sarıçam,TR
LTAH,AFY,Afyon Air Base,Afyonkarahisar,TR
LTAI,AYT,Antalya International Airport,Antalya,TR
LTAJ,GZT,Gaziantep Oğuzeli International Airport,Gaziantep,TR
LTAL,KFS,Kastamonu Airport,Kastamonu,TR
LTAN,KYA,Konya Airport,Konya,TR
LTAO,,Malatya Tulga Airport,Malatya,TR
LTAP,MZH,Amasya Merzifon Airport,Amasya,TR
LTAR,VAS,Sivas Nuri Demirağ Airport,Sivas,TR
LTAS,ONQ,Zonguldak Çaycuma Airport,Zonguldak,TR
LTAT,MLX,Malatya Erhaç Airport,Malatya,TR
LTAU,ASR,Kayseri Erkilet International Airport,Kayseri,TR
LTAV,,Sivrihisar Airport,Sivrihisar,TR
LTAW,TJK,Tokat Airport,Tokat,TR
LTAY,DNZ,Çardak Airport,Denizli,TR
LTAZ,NAV,Nevşehir Kapadokya Airport,Nevşehir,TR
LTBA,ISL,İstanbul Atatürk Airport,Istanbul(Bakırköy),TR
LTBD,CII,Aydın Çıldır Airport,Aydın,TR
LTBE,,Bursa Yunuseli Airport,Bursa,TR
LTBF,BZI,Balıkesir Airport,Balıkesir,TR
LTBG,BDM,Bandırma Airport,Bandırma,TR
LTBH,CKZ,Çanakkale Airport,Çanakkale,TR
LTBI,ESK,Eskişehir Air Base,Eskişehir,TR
LTBJ,ADB,Adnan Menderes International Airport,Gaziemir,TR
LTBK,,Gaziemir Air Base,Gaziemir,TR
LTBM,,Isparta Airport,Isparta,TR
LTBN,,Kütahya Airport,Kütahya,TR
LTBO,USQ,Uşak Airport,Uşak,TR
LTBP,,Yalova Air Base,Çiftlikköy,TR
LTBQ,KCO,Cengiz Topel Airport,Kartepe,TR
LTBR,YEI,Bursa Yenişehir Airport,Yenişehir,TR
LTBS,DLM,Dalaman International Airport,Dalaman,TR
LTBT,,Akhisar Airport / Akhisar Air Base,Akhisar,TR
LTBU,TEQ,Tekirdağ Çorlu Airport,Çorlu,TR
LTBV,BXN,Bodrum-Imsık Airport,Bodrum,TR
LTBY,AOE,Hasan Polatkan Airport,Eskişehir,TR
LTBZ,KZR,Zafer Airport,Altıntaş,TR
LTCA,EZS,Elazığ Airport,Elazığ,TR
LTCB,OGU,Ordu–Giresun Airport,Ordu,TR
LTCC,DIY,Diyarbakır Airport,Diyarbakır,TR
LTCD,ERC,Erzincan Airport,Erzincan,TR
LTCE,ERZ,Erzurum International Airport,Erzurum,TR
LTCF,KSY,Kars Airport,Kars,TR
LTCG,TZX,Trabzon International Airport,Trabzon,TR
LTCI,VAN,Van Ferit Melen Airport,Van,TR
LTCJ,BAL,Batman Airport,Batman,TR
LTCK,MSR,Muş Airport,Muş,TR
LTCL,SXZ,Siirt Airport,Siirt,TR
LTCM,NOP,Sinop Airport,Sinop,TR
LTCN,KCM,Kahramanmaraş Airport,Kahramanmaraş,TR
LTCO,AJI,Ağrı Airport,Ağrı,TR
LTCP,ADF,Adıyaman Airport,Adıyaman,TR
LTCR,MQM,Mardin Airport,Mardin,TR
LTCS,GNY,Şanlıurfa GAP Airport,Şanlıurfa,TR
LTCT,IGD,Iğdır Airport,Iğdır,TR
LTCU,BGG,Bingöl Airport,Bingöl,TR
LTCV,NKT,Şırnak Şerafettin Elçi Airport,Şırnak,TR
LTCW,YKO,Hakkari Yüksekova Airport,Hakkari,TR
LTDA,HTY,Hatay Airport,Antakya,TR
LTDB,COV,Çukurova International Airport,Tarsus,TR
LTFB,IZM,Selçuk Efes Airport,Selçuk,TR
LTFC,ISE,Süleyman Demirel International Airport,Isparta,TR
LTFD,EDO,Balıkesir Koca Seyit Airport,Edremit,TR
LTFE,BJV,Milas Bodrum International Airport,Bodrum,TR
LTFG,GZP,Gazipaşa-Alanya Airport,Gazipaşa,TR
LTFH,SZF,Samsun-Çarşamba Airport,Samsun,TR
LTFJ,SAW,Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",TR
LTFK,GKD,Gökçeada Airport,Gökçeada,TR
LTFM,IST,İstanbul Airport,Istanbul,TR
LTFO,RZV,Rize–Artvin Airport,Rize,TR
LUBL,BZY,Bălți-Leadoveni International Airport,Bălți,MD
LUBM,,Mărculești Air Base,Mărculeşti,MD
LUCH,,Cahul International Airport,Cahul,MD
LUKK,RMO,Chişinău International Airport,Chişinău,MD
LUTR,,Tiraspol Airfield,Tiraspol,MD
EVCA,,Cēsis Airfield,Cesis,LV
LWOH,OHD,Ohrid St. Paul the Apostle Airport,Ohrid,MK
LWSK,SKP,Skopje International Airport,Ilinden,MK
LWST,,Suchevo Recreational Airfield,Štip,MK
LXGB,GIB,Gibraltar Airport,Gibraltar,GI
LYBE,BEG,Belgrade Nikola Tesla Airport,Belgrade,RS
LYBR,IVG,Berane Airport,Berane,ME
LYBT,BJY,Batajnica Air Base,Zemun,RS
LYKV,KVO,Morava Airport,Kraljevo,RS
LYNI,INI,Niš Constantine the Great Airport,Niš,RS
LYNK,,Nikšić Airfield,Nikšić,ME
LYPG,TGD,Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,ME
LYPO,,Ćemovsko Polje / Špiro Mugoša Airfield,Podgorica,ME
LYTV,TIV,Tivat Airport,Tivat,ME
LYUZ,UZC,Ponikve Airport,Stapari,RS
LZDB,,Slávnica-Dubnica nad Váhom Airfield,Dubnica nad Váhom,SK
LZDV,,Dubová Airstrip,Dubová,SK
ZULA,LZG,Langzhong Gucheng Airport,Nanchong (Langzhong),CN
LZHL,,Holič Airfield,Holič,SK
LZIB,BTS,M. R. Štefánik Airport,Bratislava,SK
LZJS,,Jasná Airfield,Dúbrava,SK
LZKC,,Kamenica nad Cirochou Airfield,Kamenica nad Cirochou,SK
LZKZ,KSC,Košice International Airport,Košice,SK
LZLU,LUE,Lučenec Airfield,Lučenec,SK
LZMA,,Martin Airfield,Martin,SK
LZMC,,Malacky/Kuchyňa Air Base,Kuchyňa,SK
LZNI,,Nitra Airfield,Nitra,SK
LZNZ,,Nové Zámky Airfield,Nové Zámky,SK
LZOC,,Očová Airfield,Očová,SK
LZPE,,Prievidza Airfield,Prievidza,SK
LZPP,PZY,Piešťany Airport,Piešťany,SK
LZPT,,Male Bielice-Partizánske Airfield,Partizánske,SK
LZPW,POV,Prešov Air Base,Prešov,SK
LZRU,,Ružomberok Airfield,Ružomberok,SK
LZRY,,Ražňany Airfield,Ražňany,SK
LZSE,,Senica Airfield,Hlboké,SK
LZSK,,Svidník Airfield,Svidník,SK
LZSL,SLD,Sliač Airport,Sliač,SK
LZSV,,Spišská Nová Ves Airfield,Spišská Nová Ves,SK
LZSY,,Šurany Airfield,Šurany,SK
LZTN,,Trenčín Airfield,Trenčín,SK
LZTR,,Trnava Airfield,Boleráz,SK
LZTT,TAT,Poprad-Tatry Airport,Poprad,SK
LZZI,ILZ,Žilina-Dolný Hričov Airport,Dolný Hričov,SK
GMMG,,Ben Guerir Air Base,Ouled Ben Anou Grichate,MA
GMAG,GLN,Guelmim Airport,Guelmim,MA
MBAC,,Harold Charles International Airport,Big Ambergris Cay,TC
MBGT,GDT,JAGS McCartney International Airport,Cockburn Town,TC
MBMC,MDS,Middle Caicos Airport,Middle Caicos,TC
MBNC,NCA,North Caicos Airport,North Caicos,TC
MBPI,PIC,Pine Cay Airport,Pine Cay,TC
MBPV,PLS,Providenciales International Airport,Providenciales,TC
MBSC,XSC,South Caicos Airport,South Caicos,TC
MBSY,SLX,Salt Cay Airport,Salt Cay,TC
MDAB,,Arroyo Barril Airport,Arroyo Barril,DO
MDBH,BRX,Maria Montez International Airport,Barahona,DO
MDCR,CBJ,Cabo Rojo Airport,Cabo Rojo,DO
MDCY,AZS,Samaná El Catey International Airport,Samana,DO
MDCZ,COZ,Constanza - Expedición 14 de Junio National Airport,Costanza,DO
MDJB,JBQ,La Isabela International Airport,La Isabela,DO
MDLL,,Los Llanos de Sabanatosa Airport,Los Llanos de Sabanatosa Airport,DO
MDLR,LRM,Casa De Campo International Airport,La Romana,DO
MDPC,PUJ,Punta Cana International Airport,Punta Cana,DO
MDPP,POP,Gregorio Luperon International Airport,Puerto Plata,DO
MDSD,SDQ,Las Américas International Airport,Santo Domingo,DO
MDST,STI,Cibao International Airport,Santiago,DO
MGCB,CBV,Coban Airport,Coban,GT
MGCR,CMM,Carmelita Airport,Carmelita,GT
MGCT,CTF,Coatepeque Airport,Coatepeque,GT
MGGT,GUA,La Aurora International Airport,Guatemala City,GT
MGHT,HUG,Huehuetenango Airport,Huehuetenango,GT
MGPB,PBR,Puerto Barrios Airport,Puerto Barrios,GT
MGPG,PKJ,Playa Grande Airport,Playa Grande,GT
MGPP,PON,Poptún Airport,Poptún,GT
MGQC,AQB,Quiché Airport,Santa Cruz del Quiché,GT
MGQZ,AAZ,Quezaltenango Airport,Quezaltenango,GT
MGRB,RUV,Rubelsanto Airport,Rubelsanto,GT
MGRD,LCF,Las Vegas Airport,Rio Dulce,GT
MGRT,RER,Retalhuleu Airport,Retalhuleu,GT
MGSJ,GSJ,San José Airport,Puerto San José,GT
MGMM,FRS,Mundo Maya International Airport,San Benito,GT
MHAH,AHS,Ahuas Airport,Ahuas,HN
MHCS,CYL,Coyoles Airport,Coyoles,HN
MHEA,OAN,El Arrayán Airport,Olanchito,HN
MHGE,CAA,El Aguacate Airport,El Aguacate,HN
MHIR,IRN,Iriona Airport,Iriona,HN
MHJU,JUT,Jutigalpa airport,Jutigalpa,HN
MHLC,LCE,Golosón International Airport,La Ceiba,HN
MHLE,LEZ,La Esperanza Airport,La Esperanza,HN
MHLM,SAP,Ramón Villeda Morales International Airport,San Pedro Sula,HN
MHNJ,GJA,La Laguna Airport,Guanaja,HN
MHPC,PCH,Palacios Airport,Palacios,HN
MHPL,PEU,Puerto Lempira Airport,Puerto Lempira,HN
MHRO,RTB,Juan Manuel Gálvez International Airport,Coxen Hole,HN
MHPR,XPL,Palmerola International Airport,Palmerola,HN
MHTE,TEA,Tela Airport,Tela,HN
MHTG,TGU,Toncontín Airport,Tegucigalpa,HN
MHTJ,TJI,Trujillo Airport,Trujillo,HN
MHUL,SCD,Sulaco Airport,Sulaco,HN
MHUT,UII,Utila Airport,Utila Island,HN
MHYR,ORO,Yoro Airport,Yoro,HN
MKBS,OCJ,Ian Fleming International Airport,Boscobel,JM
MKJP,KIN,Norman Manley International Airport,Kingston,JM
MKJS,MBJ,Sangster International Airport,Montego Bay,JM
MKKJ,POT,Ken Jones Airport,Ken Jones,JM
MKNG,NEG,Negril Airport,Negril,JM
MKTP,KTP,Tinson Pen Airport,Tinson Pen,JM
GAMN,,Manantali Bengassi Airport,Manantali,ML
MMCD,,Isla Cedros Airport,Cedros Island,MX
MMPD,,Base Nº7 de la Fuerza Aérea Mexicana (Gustavo G. León González),Ciudad de Acapulco,MX
MMAA,ACA,General Juan N. Álvarez International Airport,Acapulco,MX
MMAN,NTR,Del Norte International Airport,Monterrey,MX
MMAS,AGU,Aguascalientes International Airport,Aguascalientes,MX
MMBT,HUX,Bahías de Huatulco International Airport,Huatulco,MX
MMCA,CNA,Cananea National Airport,Cananea,MX
MMCB,CVJ,General Mariano Matamoros International Airport,Temixco,MX
MMCC,ACN,Ciudad Acuña International Airport,Ciudad Acuña,MX
MMCE,CME,Ciudad del Carmen International Airport,Ciudad del Carmen,MX
MMCG,NCG,Aeropuerto Municipal de Nuevo Casas Grandes,Nuevo Casas Grandes,MX
MMCH,,Chilpancingo National Airport,Chilpancingo,MX
MMCL,CUL,Bachigualato Federal International Airport,Culiacán,MX
MMCM,CTM,Chetumal International Airport,Chetumal,MX
MMCN,CEN,Ciudad Obregón International Airport,Ciudad Obregón,MX
MMCO,CJT,San Antonio Copalar Airport,Comitán,MX
MMCP,CPE,Ingeniero Alberto Acuña Ongay International Airport,Campeche,MX
MMCS,CJS,Abraham González International Airport,Ciudad Juárez,MX
MMCT,CZA,Chichén Itzá International Airport,Tinúm,MX
MMCU,CUU,General Roberto Fierro Villalobos International Airport,Chihuahua,MX
MMCV,CVM,General Pedro Jose Mendez International Airport,Ciudad Victoria,MX
MMCY,CYW,Captain Rogelio Castillo National Airport,Celaya,MX
MMCZ,CZM,Cozumel International Airport,Cozumel,MX
MMDA,CUA,Ciudad Constitución National Airport,Comondú,MX
MMDM,MMC,Ciudad Mante Los Huastecas National Airport,Ciudad Mante,MX
MMDO,DGO,General Guadalupe Victoria International Airport,Durango,MX
MMEP,TPQ,Amado Nervo National Airport,Tepic,MX
MMES,ESE,Ensenada International Airport / El Ciprés Air Base,Ensenada,MX
MMGL,GDL,Guadalajara International Airport,Guadalajara,MX
MMGM,GYM,General José María Yáñez International Airport,Guaymas,MX
MMGR,GUB,Guerrero Negro Airport,San Quintín,MX
MMHC,TCN,Tehuacán National Airport,Tehuacán,MX
MMHO,HMO,General Ignacio L. Pesqueira International Airport,Hermosillo,MX
MMIA,CLQ,Licenciado Miguel de la Madrid International Airport,Colima,MX
MMIM,ISJ,Isla Mujeres National Airport,Isla Mujeres,MX
MMIO,SLW,Plan de Guadalupe International Airport,Saltillo,MX
MMIT,IZT,General Antonio Cárdenas Rodríguez National Airport / Ixtepec Air Base,Ixtepec,MX
MMJA,JAL,El Lencero Airport,Emiliano Zapata,MX
MMJC,AZP,Jorge Jiménez Cantú National Airport,Atizapán de Zaragoza,MX
MMLC,LZC,Lázaro Cárdenas Airport,Lázaro Cárdenas,MX
MMLM,LMM,Valle del Fuerte International Airport,Los Mochis,MX
MMLO,BJX,Guanajuato International Airport,Silao,MX
MMLP,LAP,Manuel Márquez de León International Airport,La Paz,MX
MMLT,LTO,Loreto International Airport,Loreto,MX
MMMA,MAM,General Servando Canales International Airport,Matamoros,MX
MMMD,MID,Manuel Crescencio Rejón International Airport,Mérida,MX
MMMG,MUG,Mulege Airport,Mulege,MX
MMML,MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,MX
MMMM,MLM,General Francisco J. Mujica International Airport,Morelia,MX
MMMT,MTT,Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MX
MMMV,LOV,Monclova International Airport,Monclova,MX
MMMX,MEX,Mexico City Benito Juárez International Airport,Mexico City,MX
MMMY,MTY,Monterrey International Airport,Monterrey,MX
MMMZ,MZT,General Rafael Buelna International Airport,Mazatlàn,MX
MMNG,NOG,Nogales International Airport,Nogales,MX
MMNL,NLD,Quetzalcóatl International Airport,Nuevo Laredo,MX
MMOX,OAX,Xoxocotlán International Airport,Oaxaca,MX
MMPA,PAZ,El Tajín National Airport,Poza Rica,MX
MMPB,PBC,Hermanos Serdán International Airport,Puebla,MX
MMPC,,Engineer Juan Guillermo Villasana National Airport,Pachuca,MX
MMPE,PPE,Mar de Cortés International Airport,Puerto Peñasco,MX
MMPG,PDS,Piedras Negras International Airport,Piedras Negras,MX
MMPL,PCO,Punta Colorada Airport,La Ribera,MX
